NameType	Platform	Encoding	Language	Name	Key (platform, encoding, language, name id)
Copyright	Windows	Unicode BMP	English (United States)	(C)2009 data:RICOH Co.,Ltd. typeface:RYOBI IMAGIX CO.	(3, 1, 1033, 0)
Family Name	Windows	Unicode BMP	English (United States)	HGMaruGothicMPRO	(3, 1, 1033, 1)
Subfamily Name	Windows	Unicode BMP	English (United States)	Regular	(3, 1, 1033, 2)
Unique Font Identifier	Windows	Unicode BMP	English (United States)	Ricoh TrueType Font:HGMaruGothicMPRO:2009	(3, 1, 1033, 3)
Full Font Name	Windows	Unicode BMP	English (United States)	HGMaruGothicMPRO	(3, 1, 1033, 4)
Version	Windows	Unicode BMP	English (United States)	Version 5.02;O365	(3, 1, 1033, 5)
PostScript Name	Windows	Unicode BMP	English (United States)	HGMaruGothicMPRO	(3, 1, 1033, 6)
Trademark	Windows	Unicode BMP	English (United States)	HGMaruGothicMPRO is a typeface name of RICOH Co.,Ltd.	(3, 1, 1033, 7)
License Text	Windows	Unicode BMP	English (United States)	Microsoft supplied font. You may use this font to create, display and print content as permitted by the license terms, or terms of use, of the Microsoft product, service or content in which this font was included. You may only (i) embed this font in content as permitted by the embedding restrictions included in this font; and (ii) temporarily download this font to a printer or other output device to help print content. Any other use is prohibited.	(3, 1, 1033, 13)
Copyright	Windows	Unicode BMP	Japanese (Japan)	(C)2009 data:株式会社リコー typeface:リョービイマジクス(株)	(3, 1, 1041, 0)
Family Name	Windows	Unicode BMP	Japanese (Japan)	HG丸ｺﾞｼｯｸM-PRO	(3, 1, 1041, 1)
Subfamily Name	Windows	Unicode BMP	Japanese (Japan)	標準	(3, 1, 1041, 2)
Unique Font Identifier	Windows	Unicode BMP	Japanese (Japan)	Ricoh TrueType Font:HG丸ｺﾞｼｯｸM-PRO:2009	(3, 1, 1041, 3)
Full Font Name	Windows	Unicode BMP	Japanese (Japan)	HG丸ｺﾞｼｯｸM-PRO	(3, 1, 1041, 4)
Version	Windows	Unicode BMP	Japanese (Japan)	Version 5.02;O365	(3, 1, 1041, 5)
PostScript Name	Windows	Unicode BMP	Japanese (Japan)	HGMaruGothicMPRO	(3, 1, 1041, 6)
Trademark	Windows	Unicode BMP	Japanese (Japan)	HG丸ｺﾞｼｯｸM-PROは株式会社リコーの書体名です。	(3, 1, 1041, 7)
Copyright	Windows	Unicode full repertoire	English (United States)	(C)2009 data:RICOH Co.,Ltd. typeface:RYOBI IMAGIX CO.	(3, 10, 1033, 0)
Family Name	Windows	Unicode full repertoire	English (United States)	HGMaruGothicMPRO	(3, 10, 1033, 1)
Subfamily Name	Windows	Unicode full repertoire	English (United States)	Regular	(3, 10, 1033, 2)
Unique Font Identifier	Windows	Unicode full repertoire	English (United States)	Ricoh TrueType Font:HGMaruGothicMPRO:2009	(3, 10, 1033, 3)
Full Font Name	Windows	Unicode full repertoire	English (United States)	HGMaruGothicMPRO	(3, 10, 1033, 4)
Version	Windows	Unicode full repertoire	English (United States)	Version 5.02;O365	(3, 10, 1033, 5)
PostScript Name	Windows	Unicode full repertoire	English (United States)	HGMaruGothicMPRO	(3, 10, 1033, 6)
Trademark	Windows	Unicode full repertoire	English (United States)	HGMaruGothicMPRO is a typeface name of RICOH Co.,Ltd.	(3, 10, 1033, 7)
Copyright	Windows	Unicode full repertoire	Japanese (Japan)	(C)2009 data:株式会社リコー typeface:リョービイマジクス(株)	(3, 10, 1041, 0)
Family Name	Windows	Unicode full repertoire	Japanese (Japan)	HG丸ｺﾞｼｯｸM-PRO	(3, 10, 1041, 1)
Subfamily Name	Windows	Unicode full repertoire	Japanese (Japan)	標準	(3, 10, 1041, 2)
Unique Font Identifier	Windows	Unicode full repertoire	Japanese (Japan)	Ricoh TrueType Font:HG丸ｺﾞｼｯｸM-PRO:2009	(3, 10, 1041, 3)
Full Font Name	Windows	Unicode full repertoire	Japanese (Japan)	HG丸ｺﾞｼｯｸM-PRO	(3, 10, 1041, 4)
Version	Windows	Unicode full repertoire	Japanese (Japan)	Version 5.02;O365	(3, 10, 1041, 5)
PostScript Name	Windows	Unicode full repertoire	Japanese (Japan)	HGMaruGothicMPRO	(3, 10, 1041, 6)
Trademark	Windows	Unicode full repertoire	Japanese (Japan)	HG丸ｺﾞｼｯｸM-PROは株式会社リコーの書体名です。	(3, 10, 1041, 7)
