NameType	Platform	Encoding	Language	Name	Key (platform, encoding, language, name id)
Copyright	Macintosh	Roman	English	Copyright (c) 2015 by Jasper de Waard. All rights reserved.	(1, 0, 0, 0)
Family Name	Macintosh	Roman	English	Proza Libre	(1, 0, 0, 1)
Subfamily Name	Macintosh	Roman	English	Bold Italic	(1, 0, 0, 2)
Unique Font Identifier	Macintosh	Roman	English	1.001;UKWN;ProzaLibre-BoldItalic	(1, 0, 0, 3)
Full Font Name	Macintosh	Roman	English	Proza Libre Bold Italic	(1, 0, 0, 4)
Version	Macintosh	Roman	English	Version 1.001; ttfautohint (v1.4.1.8-43bc)	(1, 0, 0, 5)
PostScript Name	Macintosh	Roman	English	ProzaLibre-BoldItalic	(1, 0, 0, 6)
Trademark	Macintosh	Roman	English	Proza Libre Bold Italic is a trademark of Jasper de Waard.	(1, 0, 0, 7)
Manufacturer	Macintosh	Roman	English	Jasper de Waard	(1, 0, 0, 8)
Designer	Macintosh	Roman	English	Jasper de Waard	(1, 0, 0, 9)
Designer URL	Macintosh	Roman	English	BureauRoffa.com	(1, 0, 0, 12)
License Text	Macintosh	Roman	English	SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007	(1, 0, 0, 13)
License URL	Macintosh	Roman	English	http://scripts.sil.org/OFL	(1, 0, 0, 14)
Copyright	Windows	Unicode BMP	English (United States)	Copyright (c) 2015 by Jasper de Waard. All rights reserved.	(3, 1, 1033, 0)
Family Name	Windows	Unicode BMP	English (United States)	Proza Libre	(3, 1, 1033, 1)
Subfamily Name	Windows	Unicode BMP	English (United States)	Bold Italic	(3, 1, 1033, 2)
Unique Font Identifier	Windows	Unicode BMP	English (United States)	1.001;UKWN;ProzaLibre-BoldItalic	(3, 1, 1033, 3)
Full Font Name	Windows	Unicode BMP	English (United States)	Proza Libre Bold Italic	(3, 1, 1033, 4)
Version	Windows	Unicode BMP	English (United States)	Version 1.001; ttfautohint (v1.4.1.8-43bc)	(3, 1, 1033, 5)
PostScript Name	Windows	Unicode BMP	English (United States)	ProzaLibre-BoldItalic	(3, 1, 1033, 6)
Trademark	Windows	Unicode BMP	English (United States)	Proza Libre Bold Italic is a trademark of Jasper de Waard.	(3, 1, 1033, 7)
Manufacturer	Windows	Unicode BMP	English (United States)	Jasper de Waard	(3, 1, 1033, 8)
Designer	Windows	Unicode BMP	English (United States)	Jasper de Waard	(3, 1, 1033, 9)
Designer URL	Windows	Unicode BMP	English (United States)	BureauRoffa.com	(3, 1, 1033, 12)
License Text	Windows	Unicode BMP	English (United States)	SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007	(3, 1, 1033, 13)
License URL	Windows	Unicode BMP	English (United States)	http://scripts.sil.org/OFL	(3, 1, 1033, 14)
