Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'ccedilla' (uni00E7) (ID 111) ;
Critical;OS/2;Version;OS/2 Version should be at least 3 or 4 to pull metrics.;OS/2 Version is: 1;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'idieresis' (uni00EF) (ID 119) ;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'icircumflex' (uni00EE) (ID 118) ;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'egrave' (uni00E8) (ID 113) ;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'ntilde' (uni00F1) (ID 120) ;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'oacute' (uni00F3) (ID 121) ;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'iacute' (uni00ED) (ID 116) ;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'edieresis' (uni00EB) (ID 115) ;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'igrave' (uni00EC) (ID 117) ;
Critical;OS/2;version;OS/2 table version should be 4.;OS/2 table version is '1' but should be 4. Please investigate.;
Critical;OS/2;table version 1.;'OS/2' table version should be 4.;'OS/2' table version is: 1. Verify that this is the version required.;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'ecircumflex' (uni00EA) (ID 114) ;
Critical;glyf;isComposite;Check if glyph is composite.;There is a critical issue with the glyph: 'eacute' (uni00E9) (ID 112) ;
