Critical;name;Windows NID 1 (MS/Symbol/Portuguese (Portugal));Necessary name table entry according Monotype: 'Windows NID 1, Family Name' (MS/Symbol/Portuguese (Portugal));Family Name NID 1 (MS/Symbol/Portuguese (Portugal)) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 5 (MS/Symbol/Norwegian);Necessary name table entry according Monotype: 'Windows NID 5, Version' (MS/Symbol/Norwegian);Version NID 5 (MS/Symbol/Norwegian) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 1 (MS/Symbol/Turkish);Necessary name table entry according Monotype: 'Windows NID 1, Family Name' (MS/Symbol/Turkish);Family Name NID 1 (MS/Symbol/Turkish) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 1 (MS/Symbol/Slovenian);Necessary name table entry according Monotype: 'Windows NID 1, Family Name' (MS/Symbol/Slovenian);Family Name NID 1 (MS/Symbol/Slovenian) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 4 (MS/Symbol/Norwegian);Necessary name table entry according Monotype: 'Windows NID 4, Full Font Name' (MS/Symbol/Norwegian);Full Font Name NID 4 (MS/Symbol/Norwegian) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 1 (MS/Symbol/Catalan);Necessary name table entry according Monotype: 'Windows NID 1, Family Name' (MS/Symbol/Catalan);Family Name NID 1 (MS/Symbol/Catalan) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 6 (MS/Symbol/Russian);Necessary name table entry according Monotype: 'Windows NID 6, PostScript Name' (MS/Symbol/Russian);PostScript Name NID 6 (MS/Symbol/Russian) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 6 (MS/Symbol/Spanish (Traditional Sort));Necessary name table entry according Monotype: 'Windows NID 6, PostScript Name' (MS/Symbol/Spanish (Traditional Sort));PostScript Name NID 6 (MS/Symbol/Spanish (Traditional Sort)) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 5 (MS/Symbol/German (Germany));Necessary name table entry according Monotype: 'Windows NID 5, Version' (MS/Symbol/German (Germany));Version NID 5 (MS/Symbol/German (Germany)) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 5 (MS/Symbol/Hungarian);Necessary name table entry according Monotype: 'Windows NID 5, Version' (MS/Symbol/Hungarian);Version NID 5 (MS/Symbol/Hungarian) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
