Critical;name;Macintosh NID 4 (Mac/Simplified Chinese/Simplified Chinese);Necessary name table entry according Monotype: 'Macintosh NID 4, Full Font Name' (Mac/Simplified Chinese/Simplified Chinese);Full Font Name NID 4 (Mac/Simplified Chinese/Simplified Chinese) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 5 (MS/BMP/Chinese (People's Republic of China));Necessary name table entry according Monotype: 'Windows NID 5, Version' (MS/BMP/Chinese (People's Republic of China));Version NID 5 (MS/BMP/Chinese (People's Republic of China)) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Macintosh NID 5 (Mac/Simplified Chinese/Simplified Chinese);Necessary name table entry according Monotype: 'Macintosh NID 5, Version' (Mac/Simplified Chinese/Simplified Chinese);Version NID 5 (Mac/Simplified Chinese/Simplified Chinese) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Macintosh NID 6 (Mac/Simplified Chinese/Simplified Chinese);Necessary name table entry according Monotype: 'Macintosh NID 6, PostScript Name' (Mac/Simplified Chinese/Simplified Chinese);PostScript Name NID 6 (Mac/Simplified Chinese/Simplified Chinese) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 6 (MS/BMP/Chinese (People's Republic of China));Necessary name table entry according Monotype: 'Windows NID 6, PostScript Name' (MS/BMP/Chinese (People's Republic of China));PostScript Name NID 6 (MS/BMP/Chinese (People's Republic of China)) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
Critical;name;Windows NID 4 (MS/BMP/Chinese (People's Republic of China));Necessary name table entry according Monotype: 'Windows NID 4, Full Font Name' (MS/BMP/Chinese (People's Republic of China));Full Font Name NID 4 (MS/BMP/Chinese (People's Republic of China)) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
