Critical;name;MS NID 16/17;MS NID 16 + NID 17 should match NID 1 (+2). Otherwise cross platform compatibility does not work between Mac (uses NID 16+17) and Windows (uses NID 1+2). (Jan 2019);(NID 16 + 'Space' + NID 17) '고딕 A1 SemiBold' ≠ '<mark>Gothic</mark> A1 SemiBold' (NID 1 + 'Space' + NID 2).;
Critical;name;Windows NID 5 (MS/BMP/Korean);Necessary name table entry according Monotype: 'Windows NID 5, Version' (MS/BMP/Korean);Version NID 5 (MS/BMP/Korean) is missing. Please verify agains spec. It might be ok if it's a symbol font.;
