File Name;File Format;Vendor ID;Family Name (NID16);Subfamily Name (NID17);Family Name (NID1);Subfamily Name (NID2);Full Name (NID4);PostScript Name (NID6);Version;Copyright;Trademark;Manufacturer;URL Vendor;License Description;URL License;Religious Symbols;WOFF metadata;Critical Errors;Uncritical Errors
NotoSansOsmanya-Regular.ttf;ttf;GOOG;None;None;Noto Sans Osmanya;Regular;Noto Sans Osmanya Regular;NotoSansOsmanya-Regular;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;None;1
NotoSansTamilUI-Condensed.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed;Noto Sans Tamil Cond;Regular;Noto Sans Tamil UI Condensed;NotoSansTamilUI-Condensed;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;4
NotoSansTamilUI-CondensedSemiBold.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed SemiBold;Noto Sans Tamil Cond SemBd;Regular;Noto Sans Tamil UI Condensed SemiBold;NotoSansTamilUI-CondensedSemiBold;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;4
NotoSansTamilUI-CondensedExtraLight.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed ExtraLight;Noto Sans Tamil Cond ExtLt;Regular;Noto Sans Tamil UI Condensed ExtraLight;NotoSansTamilUI-CondensedExtraLight;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;4
NotoSansTamilUI-CondensedExtraBold.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed ExtraBold;Noto Sans Tamil Cond ExtBd;Regular;Noto Sans Tamil UI Condensed ExtraBold;NotoSansTamilUI-CondensedExtraBold;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;5
NotoSansTamilUI-CondensedLight.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed Light;Noto Sans Tamil Cond Light;Regular;Noto Sans Tamil UI Condensed Light;NotoSansTamilUI-CondensedLight;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;3
NotoSansTamilUI-CondensedBlack.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed Black;Noto Sans Tamil Cond Blk;Regular;Noto Sans Tamil UI Condensed Black;NotoSansTamilUI-CondensedBlack;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;3
NotoSansTamilUI-CondensedMedium.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed Medium;Noto Sans Tamil Cond Med;Regular;Noto Sans Tamil UI Condensed Medium;NotoSansTamilUI-CondensedMedium;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;4
NotoSansTamilUI-CondensedThin.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed Thin;Noto Sans Tamil Cond Thin;Regular;Noto Sans Tamil UI Condensed Thin;NotoSansTamilUI-CondensedThin;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;4
NotoSansTamilUI-CondensedBold.ttf;ttf;GOOG;Noto Sans Tamil UI;Condensed Bold;Noto Sans Tamil Cond;Bold;Noto Sans Tamil UI Condensed Bold;NotoSansTamilUI-CondensedBold;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2017 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;5
NotoSans-SemiCondensedBold.ttf;ttf;GOOG;Noto Sans;SemiCondensed Bold;Noto Sans SemCond;Bold;Noto Sans SemiCondensed Bold;NotoSans-SemiCondensedBold;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;47
NotoSans-SemiCondensedBlackItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed Black Italic;Noto Sans SemCond Blk;Italic;Noto Sans SemiCondensed Black Italic;NotoSans-SemiCondensedBlackItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;49
NotoSans-SemiCondensedSemiBold.ttf;ttf;GOOG;Noto Sans;SemiCondensed SemiBold;Noto Sans SemCond SemBd;Regular;Noto Sans SemiCondensed SemiBold;NotoSans-SemiCondensedSemiBold;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;35
NotoSans-SemiCondensedExtraBold.ttf;ttf;GOOG;Noto Sans;SemiCondensed ExtraBold;Noto Sans SemCond ExtBd;Regular;Noto Sans SemiCondensed ExtraBold;NotoSans-SemiCondensedExtraBold;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;30
NotoSans-SemiCondensedExtraBoldItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed ExtraBold Italic;Noto Sans SemCond ExtBd;Italic;Noto Sans SemiCondensed ExtraBold Italic;NotoSans-SemiCondensedExtraBoldItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;46
NotoSans-SemiCondensedLight.ttf;ttf;GOOG;Noto Sans;SemiCondensed Light;Noto Sans SemCond Light;Regular;Noto Sans SemiCondensed Light;NotoSans-SemiCondensedLight;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;37
NotoSans-SemiCondensedMedium.ttf;ttf;GOOG;Noto Sans;SemiCondensed Medium;Noto Sans SemCond Med;Regular;Noto Sans SemiCondensed Medium;NotoSans-SemiCondensedMedium;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;32
NotoSans-SemiCondensedExtraLightItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed ExtraLight Italic;Noto Sans SemCond ExtLt;Italic;Noto Sans SemiCondensed ExtraLight Italic;NotoSans-SemiCondensedExtraLightItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;50
NotoSans-SemiCondensed.ttf;ttf;GOOG;Noto Sans;SemiCondensed;Noto Sans SemCond;Regular;Noto Sans SemiCondensed;NotoSans-SemiCondensed;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;48
NotoSans-SemiCondensedThinItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed Thin Italic;Noto Sans SemCond Thin;Italic;Noto Sans SemiCondensed Thin Italic;NotoSans-SemiCondensedThinItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;50
NotoSans-SemiCondensedBlack.ttf;ttf;GOOG;Noto Sans;SemiCondensed Black;Noto Sans SemCond Blk;Regular;Noto Sans SemiCondensed Black;NotoSans-SemiCondensedBlack;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;33
NotoSans-SemiCondensedLightItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed Light Italic;Noto Sans SemCond Light;Italic;Noto Sans SemiCondensed Light Italic;NotoSans-SemiCondensedLightItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;47
NotoSans-SemiCondensedThin.ttf;ttf;GOOG;Noto Sans;SemiCondensed Thin;Noto Sans SemCond Thin;Regular;Noto Sans SemiCondensed Thin;NotoSans-SemiCondensedThin;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;32
NotoSans-SemiCondensedItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed Italic;Noto Sans SemCond;Italic;Noto Sans SemiCondensed Italic;NotoSans-SemiCondensedItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;50
NotoSans-SemiCondensedMediumItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed Medium Italic;Noto Sans SemCond Med;Italic;Noto Sans SemiCondensed Medium Italic;NotoSans-SemiCondensedMediumItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;54
NotoSans-SemiCondensedSemiBoldItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed SemiBold Italic;Noto Sans SemCond SemBd;Italic;Noto Sans SemiCondensed SemiBold Italic;NotoSans-SemiCondensedSemiBoldItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;43
NotoSans-SemiCondensedExtraLight.ttf;ttf;GOOG;Noto Sans;SemiCondensed ExtraLight;Noto Sans SemCond ExtLt;Regular;Noto Sans SemiCondensed ExtraLight;NotoSans-SemiCondensedExtraLight;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSplitter + FontSniffer;35
NotoSans-SemiCondensedBoldItalic.ttf;ttf;GOOG;Noto Sans;SemiCondensed Bold Italic;Noto Sans SemCond;Bold Italic;Noto Sans SemiCondensed Bold Italic;NotoSans-SemiCondensedBoldItalic;Version 2.000,GOOG,noto-source:20170915:90ef993387c0;Copyright 2015 Google Inc. All Rights Reserved.;Noto is a trademark of Google Inc.;Monotype Imaging Inc.;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;None;None;FontSniffer + FontSplitter;57
NotoSansCJKjp-Black.otf;otf;GOOG;Noto Sans CJK JP;Black;Noto Sans CJK JP Black;Regular;Noto Sans CJK JP Black;NotoSansCJKjp-Black;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKkr-Light.otf;otf;GOOG;Noto Sans CJK KR;Light;Noto Sans CJK KR Light;Regular;Noto Sans CJK KR Light;NotoSansCJKkr-Light;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKtc-DemiLight.otf;otf;GOOG;Noto Sans CJK TC;DemiLight;Noto Sans CJK TC DemiLight;Regular;Noto Sans CJK TC DemiLight;NotoSansCJKtc-DemiLight;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKjp-DemiLight.otf;otf;GOOG;Noto Sans CJK JP;DemiLight;Noto Sans CJK JP DemiLight;Regular;Noto Sans CJK JP DemiLight;NotoSansCJKjp-DemiLight;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKsc-Bold.otf;otf;GOOG;Noto Sans CJK SC;Bold;Noto Sans CJK SC Bold;Regular;Noto Sans CJK SC Bold;NotoSansCJKsc-Bold;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKjp-Bold.otf;otf;GOOG;Noto Sans CJK JP;Bold;Noto Sans CJK JP Bold;Regular;Noto Sans CJK JP Bold;NotoSansCJKjp-Bold;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKkr-Thin.otf;otf;GOOG;Noto Sans CJK KR;Thin;Noto Sans CJK KR Thin;Regular;Noto Sans CJK KR Thin;NotoSansCJKkr-Thin;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKkr-Regular.otf;otf;GOOG;Noto Sans CJK KR;None;Noto Sans CJK KR Regular;Regular;Noto Sans CJK KR Regular;NotoSansCJKkr-Regular;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKjp-Regular.otf;otf;GOOG;Noto Sans CJK JP;None;Noto Sans CJK JP Regular;Regular;Noto Sans CJK JP Regular;NotoSansCJKjp-Regular;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
NotoSansCJKtc-Black.otf;otf;GOOG;Noto Sans CJK TC;Black;Noto Sans CJK TC Black;Regular;Noto Sans CJK TC Black;NotoSansCJKtc-Black;Version 1.004,PS 1.004,hotconv 1.0.82,makeotf.lib2.5.63406;Copyright © 2014, 2015 Adobe Systems Incorporated (http://www.adobe.com/).;Noto is a trademark of Google Inc.;Adobe Systems Incorporated;http://www.google.com/get/noto/;This Font Software is licensed under the SIL Open Font License, Version 1.1. This Font Software is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the SIL Open Font License for the specific language, permissions and limitations governing your use of this Font Software.;http://scripts.sil.org/OFL;0x271A, 0x534D, 0x262F;None;None;
